filename,category,fold
Passengers/53__23_07_13_H3_PirataSalvora_Llega1_seg15.wav,Passengers,5
Passengers/53__23_07_13_H3_PirataSalvora_Llega1_seg20.wav,Passengers,5
Passengers/53__23_07_13_H3_PirataSalvora_Llega1_seg25.wav,Passengers,5
Passengers/53__23_07_13_H3_PirataSalvora_Llega1_seg30.wav,Passengers,5
Passengers/54__23_07_13_H3_PirataSalvora_SALE1_seg5.wav,Passengers,5
Passengers/54__23_07_13_H3_PirataSalvora_SALE1_seg10.wav,Passengers,5
Passengers/55__23_07_13_H3_PirataSalvora_SALE2_seg5.wav,Passengers,5
Passengers/55__23_07_13_H3_PirataSalvora_SALE2_seg10.wav,Passengers,5
Passengers/55__23_07_13_H3_PirataSalvora_SALE2_seg15.wav,Passengers,5
Passengers/55__23_07_13_H3_PirataSalvora_SALE2_seg20.wav,Passengers,5
Passengers/55__23_07_13_H3_PirataSalvora_SALE2_seg25.wav,Passengers,5
Passengers/55__23_07_13_H3_PirataSalvora_SALE2_seg30.wav,Passengers,5
Passengers/55__23_07_13_H3_PirataSalvora_SALE2_seg35.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg5.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg10.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg15.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg20.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg25.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg30.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg35.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg40.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg45.wav,Passengers,5
Passengers/59__23_07_13_H2_MarDeMouro_seg50.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg5.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg10.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg15.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg20.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg25.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg30.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg35.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg40.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg45.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg50.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg55.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg60.wav,Passengers,5
Passengers/60__23_07_13_H3_MarDeCangas_LLEGA_seg65.wav,Passengers,5
Passengers/61__23_07_13_H3_MarDeCangas_SALE-2_seg5.wav,Passengers,5
Passengers/61__23_07_13_H3_MarDeCangas_SALE-2_seg10.wav,Passengers,5
Passengers/61__23_07_13_H3_MarDeCangas_SALE-2_seg15.wav,Passengers,5
Passengers/61__23_07_13_H3_MarDeCangas_SALE-2_seg20.wav,Passengers,5
Passengers/61__23_07_13_H3_MarDeCangas_SALE-2_seg25.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg5.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg10.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg15.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg20.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg25.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg30.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg35.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg40.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg45.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg50.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg55.wav,Passengers,5
Passengers/62__23_07_13_H3_MarDeCangas_SALE_seg60.wav,Passengers,5
Passengers/63__23_07_13_H3_MarDeOnza_LLEGA_seg5.wav,Passengers,5
Passengers/63__23_07_13_H3_MarDeOnza_LLEGA_seg10.wav,Passengers,5
Passengers/63__23_07_13_H3_MarDeOnza_LLEGA_seg15.wav,Passengers,5
Passengers/63__23_07_13_H3_MarDeOnza_LLEGA_seg20.wav,Passengers,5
Passengers/63__23_07_13_H3_MarDeOnza_LLEGA_seg25.wav,Passengers,5
Passengers/63__23_07_13_H3_MarDeOnza_LLEGA_seg30.wav,Passengers,5
Passengers/63__23_07_13_H3_MarDeOnza_LLEGA_seg35.wav,Passengers,5
Passengers/64__23_07_13_H3_MarDeOnza_SALE_seg5.wav,Passengers,5
Passengers/64__23_07_13_H3_MarDeOnza_SALE_seg10.wav,Passengers,5
Passengers/64__23_07_13_H3_MarDeOnza_SALE_seg15.wav,Passengers,5
Passengers/64__23_07_13_H3_MarDeOnza_SALE_seg20.wav,Passengers,5
Passengers/64__23_07_13_H3_MarDeOnza_SALE_seg25.wav,Passengers,5
Passengers/65__23_07_13_H3_MinhoUno_LLEGA_seg5.wav,Passengers,5
Passengers/65__23_07_13_H3_MinhoUno_LLEGA_seg10.wav,Passengers,5
Passengers/65__23_07_13_H3_MinhoUno_LLEGA_seg15.wav,Passengers,5
Passengers/65__23_07_13_H3_MinhoUno_LLEGA_seg20.wav,Passengers,5
Passengers/65__23_07_13_H3_MinhoUno_LLEGA_seg25.wav,Passengers,5
Passengers/65__23_07_13_H3_MinhoUno_LLEGA_seg30.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg5.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg10.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg15.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg20.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg25.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg30.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg35.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg40.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg45.wav,Passengers,5
Passengers/67__23_07_13_H3_PirataCiesSale_seg50.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg5.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg10.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg15.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg20.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg25.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg30.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg35.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg40.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg45.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg50.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg55.wav,Passengers,5
Passengers/6__10_07_13_marDeCangas_Entra_seg60.wav,Passengers,5
Passengers/7__10_07_13_marDeCangas_Espera_seg5.wav,Passengers,5
Passengers/7__10_07_13_marDeCangas_Espera_seg10.wav,Passengers,5
Passengers/8__10_07_13_marDeOnza_Entra_seg5.wav,Passengers,5
Passengers/8__10_07_13_marDeOnza_Entra_seg10.wav,Passengers,5
Passengers/8__10_07_13_marDeOnza_Entra_seg15.wav,Passengers,5
Passengers/9__10_07_13_marDeOnza_Espera_seg5.wav,Passengers,5
Passengers/9__10_07_13_marDeOnza_Espera_seg10.wav,Passengers,5
Passengers/10__10_07_13_marDeOnza_Sale_seg1.wav,Passengers,1
Passengers/10__10_07_13_marDeOnza_Sale_seg2.wav,Passengers,2
Passengers/10__10_07_13_marDeOnza_Sale_seg3.wav,Passengers,3
Passengers/10__10_07_13_marDeOnza_Sale_seg4.wav,Passengers,4
Passengers/10__10_07_13_marDeOnza_Sale_seg6.wav,Passengers,1
Passengers/10__10_07_13_marDeOnza_Sale_seg7.wav,Passengers,2
Passengers/10__10_07_13_marDeOnza_Sale_seg8.wav,Passengers,3
Passengers/10__10_07_13_marDeOnza_Sale_seg9.wav,Passengers,4
Passengers/10__10_07_13_marDeOnza_Sale_seg11.wav,Passengers,1
Passengers/10__10_07_13_marDeOnza_Sale_seg12.wav,Passengers,2
Passengers/10__10_07_13_marDeOnza_Sale_seg13.wav,Passengers,3
Passengers/10__10_07_13_marDeOnza_Sale_seg14.wav,Passengers,4
Passengers/10__10_07_13_marDeOnza_Sale_seg16.wav,Passengers,1
Passengers/10__10_07_13_marDeOnza_Sale_seg17.wav,Passengers,2
Passengers/10__10_07_13_marDeOnza_Sale_seg18.wav,Passengers,3
Passengers/10__10_07_13_marDeOnza_Sale_seg19.wav,Passengers,4
Passengers/10__10_07_13_marDeOnza_Sale_seg21.wav,Passengers,1
Passengers/10__10_07_13_marDeOnza_Sale_seg22.wav,Passengers,2
Passengers/10__10_07_13_marDeOnza_Sale_seg23.wav,Passengers,3
Passengers/10__10_07_13_marDeOnza_Sale_seg24.wav,Passengers,4
Passengers/10__10_07_13_marDeOnza_Sale_seg26.wav,Passengers,1
Passengers/10__10_07_13_marDeOnza_Sale_seg27.wav,Passengers,2
Passengers/10__10_07_13_marDeOnza_Sale_seg28.wav,Passengers,3
Passengers/10__10_07_13_marDeOnza_Sale_seg29.wav,Passengers,4
Passengers/11__10_07_13_minhoUno_Entra_seg1.wav,Passengers,1
Passengers/11__10_07_13_minhoUno_Entra_seg2.wav,Passengers,2
Passengers/11__10_07_13_minhoUno_Entra_seg3.wav,Passengers,3
Passengers/11__10_07_13_minhoUno_Entra_seg4.wav,Passengers,4
Passengers/11__10_07_13_minhoUno_Entra_seg6.wav,Passengers,1
Passengers/11__10_07_13_minhoUno_Entra_seg7.wav,Passengers,2
Passengers/11__10_07_13_minhoUno_Entra_seg8.wav,Passengers,3
Passengers/11__10_07_13_minhoUno_Entra_seg9.wav,Passengers,4
Passengers/11__10_07_13_minhoUno_Entra_seg11.wav,Passengers,1
Passengers/11__10_07_13_minhoUno_Entra_seg12.wav,Passengers,2
Passengers/11__10_07_13_minhoUno_Entra_seg13.wav,Passengers,3
Passengers/11__10_07_13_minhoUno_Entra_seg14.wav,Passengers,4
Passengers/11__10_07_13_minhoUno_Entra_seg16.wav,Passengers,1
Passengers/12__10_07_13_minhoUno_Sale_seg1.wav,Passengers,1
Passengers/12__10_07_13_minhoUno_Sale_seg2.wav,Passengers,2
Passengers/12__10_07_13_minhoUno_Sale_seg3.wav,Passengers,3
Passengers/12__10_07_13_minhoUno_Sale_seg4.wav,Passengers,4
Passengers/12__10_07_13_minhoUno_Sale_seg6.wav,Passengers,1
Passengers/12__10_07_13_minhoUno_Sale_seg7.wav,Passengers,2
Passengers/12__10_07_13_minhoUno_Sale_seg8.wav,Passengers,3
Passengers/12__10_07_13_minhoUno_Sale_seg9.wav,Passengers,4
Passengers/12__10_07_13_minhoUno_Sale_seg11.wav,Passengers,1
Passengers/12__10_07_13_minhoUno_Sale_seg12.wav,Passengers,2
Passengers/12__10_07_13_minhoUno_Sale_seg13.wav,Passengers,3
Passengers/12__10_07_13_minhoUno_Sale_seg14.wav,Passengers,4
Passengers/12__10_07_13_minhoUno_Sale_seg16.wav,Passengers,1
Passengers/12__10_07_13_minhoUno_Sale_seg17.wav,Passengers,2
Passengers/12__10_07_13_minhoUno_Sale_seg18.wav,Passengers,3
Passengers/12__10_07_13_minhoUno_Sale_seg19.wav,Passengers,4
Passengers/12__10_07_13_minhoUno_Sale_seg21.wav,Passengers,1
Passengers/12__10_07_13_minhoUno_Sale_seg22.wav,Passengers,2
Passengers/12__10_07_13_minhoUno_Sale_seg23.wav,Passengers,3
Passengers/12__10_07_13_minhoUno_Sale_seg24.wav,Passengers,4
Passengers/13__10_07_13_piraCies_Entra_seg1.wav,Passengers,1
Passengers/13__10_07_13_piraCies_Entra_seg2.wav,Passengers,2
Passengers/13__10_07_13_piraCies_Entra_seg3.wav,Passengers,3
Passengers/13__10_07_13_piraCies_Entra_seg4.wav,Passengers,4
Passengers/13__10_07_13_piraCies_Entra_seg6.wav,Passengers,1
Passengers/13__10_07_13_piraCies_Entra_seg7.wav,Passengers,2
Passengers/13__10_07_13_piraCies_Entra_seg8.wav,Passengers,3
Passengers/13__10_07_13_piraCies_Entra_seg9.wav,Passengers,4
Passengers/13__10_07_13_piraCies_Entra_seg11.wav,Passengers,1
Passengers/13__10_07_13_piraCies_Entra_seg12.wav,Passengers,2
Passengers/13__10_07_13_piraCies_Entra_seg13.wav,Passengers,3
Passengers/13__10_07_13_piraCies_Entra_seg14.wav,Passengers,4
Passengers/13__10_07_13_piraCies_Entra_seg16.wav,Passengers,1
Passengers/13__10_07_13_piraCies_Entra_seg17.wav,Passengers,2
Passengers/13__10_07_13_piraCies_Entra_seg18.wav,Passengers,3
Passengers/13__10_07_13_piraCies_Entra_seg21.wav,Passengers,1
Passengers/13__10_07_13_piraCies_Entra_seg22.wav,Passengers,2
Passengers/13__10_07_13_piraCies_Entra_seg23.wav,Passengers,3
Passengers/13__10_07_13_piraCies_Entra_seg24.wav,Passengers,4
Passengers/13__10_07_13_piraCies_Entra_seg26.wav,Passengers,1
Passengers/13__10_07_13_piraCies_Entra_seg27.wav,Passengers,2
Passengers/13__10_07_13_piraCies_Entra_seg28.wav,Passengers,3
Passengers/13__10_07_13_piraCies_Entra_seg29.wav,Passengers,4
Passengers/13__10_07_13_piraCies_Entra_seg31.wav,Passengers,1
Passengers/13__10_07_13_piraCies_Entra_seg32.wav,Passengers,2
Passengers/13__10_07_13_piraCies_Entra_seg33.wav,Passengers,3
Passengers/13__10_07_13_piraCies_Entra_seg34.wav,Passengers,4
Passengers/13__10_07_13_piraCies_Entra_seg36.wav,Passengers,1
Passengers/13__10_07_13_piraCies_Entra_seg37.wav,Passengers,2
Passengers/13__10_07_13_piraCies_Entra_seg38.wav,Passengers,3
Passengers/13__10_07_13_piraCies_Entra_seg39.wav,Passengers,4
Passengers/13__10_07_13_piraCies_Entra_seg41.wav,Passengers,1
Passengers/14__10_07_13_piraCies_Espera_seg2.wav,Passengers,2
Passengers/14__10_07_13_piraCies_Espera_seg3.wav,Passengers,3
Passengers/14__10_07_13_piraCies_Espera_seg4.wav,Passengers,4
Passengers/14__10_07_13_piraCies_Espera_seg6.wav,Passengers,1
Passengers/14__10_07_13_piraCies_Espera_seg7.wav,Passengers,2
Passengers/14__10_07_13_piraCies_Espera_seg8.wav,Passengers,3
Passengers/14__10_07_13_piraCies_Espera_seg9.wav,Passengers,4
Passengers/14__10_07_13_piraCies_Espera_seg11.wav,Passengers,1
Passengers/14__10_07_13_piraCies_Espera_seg12.wav,Passengers,2
Passengers/17__10_07_13_visionSub_Entra_seg1.wav,Passengers,1
Passengers/17__10_07_13_visionSub_Entra_seg2.wav,Passengers,2
Passengers/17__10_07_13_visionSub_Entra_seg3.wav,Passengers,3
Passengers/17__10_07_13_visionSub_Entra_seg4.wav,Passengers,4
Passengers/17__10_07_13_visionSub_Entra_seg6.wav,Passengers,1
Passengers/17__10_07_13_visionSub_Entra_seg7.wav,Passengers,2
Passengers/17__10_07_13_visionSub_Entra_seg8.wav,Passengers,3
Passengers/17__10_07_13_visionSub_Entra_seg9.wav,Passengers,4
Passengers/17__10_07_13_visionSub_Entra_seg11.wav,Passengers,1
Passengers/17__10_07_13_visionSub_Entra_seg12.wav,Passengers,2
Passengers/17__10_07_13_visionSub_Entra_seg13.wav,Passengers,3
Passengers/17__10_07_13_visionSub_Entra_seg14.wav,Passengers,4
Passengers/32__19_07_13_Arroios_llega_seg1.wav,Passengers,1
Passengers/32__19_07_13_Arroios_llega_seg2.wav,Passengers,2
Passengers/32__19_07_13_Arroios_llega_seg3.wav,Passengers,3
Passengers/32__19_07_13_Arroios_llega_seg4.wav,Passengers,4
Passengers/32__19_07_13_Arroios_llega_seg6.wav,Passengers,1
Passengers/32__19_07_13_Arroios_llega_seg7.wav,Passengers,2
Passengers/32__19_07_13_Arroios_llega_seg8.wav,Passengers,3
Passengers/32__19_07_13_Arroios_llega_seg9.wav,Passengers,4
Passengers/32__19_07_13_Arroios_llega_seg11.wav,Passengers,1
Passengers/32__19_07_13_Arroios_llega_seg12.wav,Passengers,2
Passengers/32__19_07_13_Arroios_llega_seg13.wav,Passengers,3
Passengers/32__19_07_13_Arroios_llega_seg14.wav,Passengers,4
Passengers/32__19_07_13_Arroios_llega_seg16.wav,Passengers,1
Passengers/32__19_07_13_Arroios_llega_seg17.wav,Passengers,2
Passengers/32__19_07_13_Arroios_llega_seg18.wav,Passengers,3
Passengers/32__19_07_13_Arroios_llega_seg19.wav,Passengers,4
Passengers/32__19_07_13_Arroios_llega_seg21.wav,Passengers,1
Passengers/32__19_07_13_Arroios_llega_seg22.wav,Passengers,2
Passengers/32__19_07_13_Arroios_llega_seg23.wav,Passengers,3
Passengers/32__19_07_13_Arroios_llega_seg24.wav,Passengers,4
Passengers/32__19_07_13_Arroios_llega_seg26.wav,Passengers,1
Passengers/32__19_07_13_Arroios_llega_seg27.wav,Passengers,2
Passengers/32__19_07_13_Arroios_llega_seg28.wav,Passengers,3
Passengers/32__19_07_13_Arroios_llega_seg31.wav,Passengers,1
Passengers/32__19_07_13_Arroios_llega_seg32.wav,Passengers,2
Passengers/32__19_07_13_Arroios_llega_seg33.wav,Passengers,3
Passengers/32__19_07_13_Arroios_llega_seg34.wav,Passengers,4
Passengers/32__19_07_13_Arroios_llega_seg36.wav,Passengers,1
Passengers/32__19_07_13_Arroios_llega_seg37.wav,Passengers,2
Passengers/32__19_07_13_Arroios_llega_seg38.wav,Passengers,3
Passengers/32__19_07_13_Arroios_llega_seg39.wav,Passengers,4
Passengers/32__19_07_13_Arroios_llega_seg41.wav,Passengers,1
Passengers/32__19_07_13_Arroios_llega_seg42.wav,Passengers,2
Passengers/32__19_07_13_Arroios_llega_seg43.wav,Passengers,3
Passengers/34__19_07_13_MarDeOnza_Llega_seg1.wav,Passengers,1
Passengers/34__19_07_13_MarDeOnza_Llega_seg2.wav,Passengers,2
Passengers/34__19_07_13_MarDeOnza_Llega_seg3.wav,Passengers,3
Passengers/34__19_07_13_MarDeOnza_Llega_seg4.wav,Passengers,4
Passengers/34__19_07_13_MarDeOnza_Llega_seg6.wav,Passengers,1
Passengers/34__19_07_13_MarDeOnza_Llega_seg7.wav,Passengers,2
Passengers/34__19_07_13_MarDeOnza_Llega_seg8.wav,Passengers,3
Passengers/34__19_07_13_MarDeOnza_Llega_seg9.wav,Passengers,4
Passengers/34__19_07_13_MarDeOnza_Llega_seg11.wav,Passengers,1
Passengers/34__19_07_13_MarDeOnza_Llega_seg12.wav,Passengers,2
Passengers/34__19_07_13_MarDeOnza_Llega_seg13.wav,Passengers,3
Passengers/34__19_07_13_MarDeOnza_Llega_seg14.wav,Passengers,4
Passengers/34__19_07_13_MarDeOnza_Llega_seg16.wav,Passengers,1
Passengers/34__19_07_13_MarDeOnza_Llega_seg17.wav,Passengers,2
Passengers/34__19_07_13_MarDeOnza_Llega_seg18.wav,Passengers,3
Passengers/34__19_07_13_MarDeOnza_Llega_seg19.wav,Passengers,4
Passengers/34__19_07_13_MarDeOnza_Llega_seg21.wav,Passengers,1
Passengers/34__19_07_13_MarDeOnza_Llega_seg22.wav,Passengers,2
Passengers/34__19_07_13_MarDeOnza_Llega_seg23.wav,Passengers,3
Passengers/34__19_07_13_MarDeOnza_Llega_seg24.wav,Passengers,4
Passengers/35__19_07_13_MarDeOnza_sale_seg1.wav,Passengers,1
Passengers/35__19_07_13_MarDeOnza_sale_seg2.wav,Passengers,2
Passengers/35__19_07_13_MarDeOnza_sale_seg3.wav,Passengers,3
Passengers/35__19_07_13_MarDeOnza_sale_seg4.wav,Passengers,4
Passengers/35__19_07_13_MarDeOnza_sale_seg6.wav,Passengers,1
Passengers/35__19_07_13_MarDeOnza_sale_seg7.wav,Passengers,2
Passengers/35__19_07_13_MarDeOnza_sale_seg8.wav,Passengers,3
Passengers/35__19_07_13_MarDeOnza_sale_seg9.wav,Passengers,4
Passengers/35__19_07_13_MarDeOnza_sale_seg11.wav,Passengers,1
Passengers/35__19_07_13_MarDeOnza_sale_seg12.wav,Passengers,2
Passengers/35__19_07_13_MarDeOnza_sale_seg13.wav,Passengers,3
Passengers/35__19_07_13_MarDeOnza_sale_seg14.wav,Passengers,4
Passengers/35__19_07_13_MarDeOnza_sale_seg16.wav,Passengers,1
Passengers/35__19_07_13_MarDeOnza_sale_seg17.wav,Passengers,2
Passengers/35__19_07_13_MarDeOnza_sale_seg18.wav,Passengers,3
Passengers/35__19_07_13_MarDeOnza_sale_seg19.wav,Passengers,4
Passengers/38__19_07_13_Arroios_Sale_2entran_seg1.wav,Passengers,1
Passengers/38__19_07_13_Arroios_Sale_2entran_seg2.wav,Passengers,2
Passengers/38__19_07_13_Arroios_Sale_2entran_seg3.wav,Passengers,3
Passengers/38__19_07_13_Arroios_Sale_2entran_seg4.wav,Passengers,4
Passengers/38__19_07_13_Arroios_Sale_2entran_seg6.wav,Passengers,1
Passengers/38__19_07_13_Arroios_Sale_2entran_seg7.wav,Passengers,2
Passengers/38__19_07_13_Arroios_Sale_2entran_seg8.wav,Passengers,3
Passengers/38__19_07_13_Arroios_Sale_2entran_seg9.wav,Passengers,4
Passengers/38__19_07_13_Arroios_Sale_2entran_seg11.wav,Passengers,1
Passengers/38__19_07_13_Arroios_Sale_2entran_seg12.wav,Passengers,2
Passengers/38__19_07_13_Arroios_Sale_2entran_seg13.wav,Passengers,3
Passengers/38__19_07_13_Arroios_Sale_2entran_seg14.wav,Passengers,4
Passengers/38__19_07_13_Arroios_Sale_2entran_seg16.wav,Passengers,1
Passengers/38__19_07_13_Arroios_Sale_2entran_seg17.wav,Passengers,2
Passengers/38__19_07_13_Arroios_Sale_2entran_seg18.wav,Passengers,3
Passengers/38__19_07_13_Arroios_Sale_2entran_seg19.wav,Passengers,4
Passengers/38__19_07_13_Arroios_Sale_2entran_seg21.wav,Passengers,1
Passengers/40__19_07_13_MarDeCangas_Llega_Interf_seg1.wav,Passengers,1
Passengers/40__19_07_13_MarDeCangas_Llega_Interf_seg2.wav,Passengers,2
Passengers/40__19_07_13_MarDeCangas_Llega_Interf_seg3.wav,Passengers,3
Passengers/40__19_07_13_MarDeCangas_Llega_Interf_seg4.wav,Passengers,4
Passengers/40__19_07_13_MarDeCangas_Llega_Interf_seg6.wav,Passengers,1
Passengers/40__19_07_13_MarDeCangas_Llega_Interf_seg7.wav,Passengers,2
Passengers/40__19_07_13_MarDeCangas_Llega_Interf_seg8.wav,Passengers,3
Passengers/42__19_07_13_PirataCies_Sale_seg1.wav,Passengers,1
Passengers/42__19_07_13_PirataCies_Sale_seg2.wav,Passengers,2
Passengers/42__19_07_13_PirataCies_Sale_seg3.wav,Passengers,3
Passengers/42__19_07_13_PirataCies_Sale_seg4.wav,Passengers,4
Passengers/42__19_07_13_PirataCies_Sale_seg6.wav,Passengers,1
Passengers/42__19_07_13_PirataCies_Sale_seg7.wav,Passengers,2
Passengers/42__19_07_13_PirataCies_Sale_seg8.wav,Passengers,3
Passengers/42__19_07_13_PirataCies_Sale_seg9.wav,Passengers,4
