filename,category,fold,recording_id
Motorboat/45__19_07_13_yate_Sale_seg8.wav,Motorboat,3,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg9.wav,Motorboat,4,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg10.wav,Motorboat,5,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg11.wav,Motorboat,1,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg12.wav,Motorboat,2,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg13.wav,Motorboat,3,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg14.wav,Motorboat,4,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg15.wav,Motorboat,5,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg16.wav,Motorboat,1,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg17.wav,Motorboat,2,45__19_07_13_yate_Sale
Motorboat/45__19_07_13_yate_Sale_seg18.wav,Motorboat,3,45__19_07_13_yate_Sale
Motorboat/51__23_07_13_H3_lancha2_interf_seg1.wav,Motorboat,1,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg2.wav,Motorboat,2,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg3.wav,Motorboat,3,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg4.wav,Motorboat,4,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg5.wav,Motorboat,5,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg6.wav,Motorboat,1,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg7.wav,Motorboat,2,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg8.wav,Motorboat,3,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg9.wav,Motorboat,4,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg10.wav,Motorboat,5,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg11.wav,Motorboat,1,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg12.wav,Motorboat,2,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg13.wav,Motorboat,3,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg14.wav,Motorboat,4,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg15.wav,Motorboat,5,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg16.wav,Motorboat,1,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg17.wav,Motorboat,2,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg18.wav,Motorboat,3,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg19.wav,Motorboat,4,51__23_07_13_H3_lancha2_interf
Motorboat/51__23_07_13_H3_lancha2_interf_seg20.wav,Motorboat,5,51__23_07_13_H3_lancha2_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg1.wav,Motorboat,1,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg2.wav,Motorboat,2,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg3.wav,Motorboat,3,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg4.wav,Motorboat,4,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg5.wav,Motorboat,5,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg6.wav,Motorboat,1,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg7.wav,Motorboat,2,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg8.wav,Motorboat,3,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg9.wav,Motorboat,4,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg10.wav,Motorboat,5,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg11.wav,Motorboat,1,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg12.wav,Motorboat,2,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg13.wav,Motorboat,3,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg14.wav,Motorboat,4,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg15.wav,Motorboat,5,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg16.wav,Motorboat,1,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg17.wav,Motorboat,2,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg18.wav,Motorboat,3,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg19.wav,Motorboat,4,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg20.wav,Motorboat,5,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg21.wav,Motorboat,1,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg22.wav,Motorboat,2,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg23.wav,Motorboat,3,52__23_07_13_H3_lancha3_interf
Motorboat/52__23_07_13_H3_lancha3_interf_seg24.wav,Motorboat,4,52__23_07_13_H3_lancha3_interf
Motorboat/70__23_07_13_H2_yatePeq_seg1.wav,Motorboat,1,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg2.wav,Motorboat,2,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg3.wav,Motorboat,3,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg4.wav,Motorboat,4,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg5.wav,Motorboat,5,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg6.wav,Motorboat,1,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg7.wav,Motorboat,2,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg8.wav,Motorboat,3,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg9.wav,Motorboat,4,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg10.wav,Motorboat,5,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg11.wav,Motorboat,1,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg12.wav,Motorboat,2,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg13.wav,Motorboat,3,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg14.wav,Motorboat,4,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg15.wav,Motorboat,5,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg16.wav,Motorboat,1,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg17.wav,Motorboat,2,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg18.wav,Motorboat,3,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg19.wav,Motorboat,4,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg20.wav,Motorboat,5,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg21.wav,Motorboat,1,70__23_07_13_H2_yatePeq
Motorboat/70__23_07_13_H2_yatePeq_seg22.wav,Motorboat,2,70__23_07_13_H2_yatePeq
Motorboat/72__23_07_13_H3_lancha2_seg1.wav,Motorboat,1,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg2.wav,Motorboat,2,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg3.wav,Motorboat,3,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg4.wav,Motorboat,4,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg5.wav,Motorboat,5,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg6.wav,Motorboat,1,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg7.wav,Motorboat,2,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg8.wav,Motorboat,3,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg9.wav,Motorboat,4,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg10.wav,Motorboat,5,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg11.wav,Motorboat,1,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg12.wav,Motorboat,2,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg13.wav,Motorboat,3,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg14.wav,Motorboat,4,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg15.wav,Motorboat,5,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg16.wav,Motorboat,1,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg17.wav,Motorboat,2,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg18.wav,Motorboat,3,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg19.wav,Motorboat,4,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg20.wav,Motorboat,5,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg21.wav,Motorboat,1,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg22.wav,Motorboat,2,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg23.wav,Motorboat,3,72__23_07_13_H3_lancha2
Motorboat/72__23_07_13_H3_lancha2_seg24.wav,Motorboat,4,72__23_07_13_H3_lancha2
Motorboat/77__23_07_13_H3_Planeadora_seg1.wav,Motorboat,1,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg2.wav,Motorboat,2,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg3.wav,Motorboat,3,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg4.wav,Motorboat,4,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg5.wav,Motorboat,5,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg6.wav,Motorboat,1,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg7.wav,Motorboat,2,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg8.wav,Motorboat,3,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg9.wav,Motorboat,4,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg10.wav,Motorboat,5,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg11.wav,Motorboat,1,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg12.wav,Motorboat,2,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg13.wav,Motorboat,3,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg14.wav,Motorboat,4,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg15.wav,Motorboat,5,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg16.wav,Motorboat,1,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg17.wav,Motorboat,2,77__23_07_13_H3_Planeadora
Motorboat/77__23_07_13_H3_Planeadora_seg18.wav,Motorboat,3,77__23_07_13_H3_Planeadora
Motorboat/79__23_07_13_H3_zodiac_seg1.wav,Motorboat,1,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg2.wav,Motorboat,2,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg3.wav,Motorboat,3,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg4.wav,Motorboat,4,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg5.wav,Motorboat,5,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg6.wav,Motorboat,1,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg7.wav,Motorboat,2,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg8.wav,Motorboat,3,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg9.wav,Motorboat,4,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg10.wav,Motorboat,5,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg11.wav,Motorboat,1,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg12.wav,Motorboat,2,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg13.wav,Motorboat,3,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg14.wav,Motorboat,4,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg15.wav,Motorboat,5,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg16.wav,Motorboat,1,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg17.wav,Motorboat,2,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg18.wav,Motorboat,3,79__23_07_13_H3_zodiac
Motorboat/79__23_07_13_H3_zodiac_seg19.wav,Motorboat,4,79__23_07_13_H3_zodiac
Mussel boat/46__23_07_13_H3_bateero1_seg1.wav,Mussel boat,1,46__23_07_13_H3_bateero1
Mussel boat/46__23_07_13_H3_bateero1_seg2.wav,Mussel boat,2,46__23_07_13_H3_bateero1
Mussel boat/47__23_07_13_H2_bateero2_seg1.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg2.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg3.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg4.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg5.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg6.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg7.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg8.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg9.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg10.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg11.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg12.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg13.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg14.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg15.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg16.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg17.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg18.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg19.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg20.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg21.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg22.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg23.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg24.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg25.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg26.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg27.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg28.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg29.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg30.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg31.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg32.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg33.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg34.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg35.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg36.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg37.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg38.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg39.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg40.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg41.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg42.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg43.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg44.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg45.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg46.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg47.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg48.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg49.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg50.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg51.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg52.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg53.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg54.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg55.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg56.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg57.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg58.wav,Mussel boat,3,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg59.wav,Mussel boat,4,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg60.wav,Mussel boat,5,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg61.wav,Mussel boat,1,47__23_07_13_H2_bateero2
Mussel boat/47__23_07_13_H2_bateero2_seg62.wav,Mussel boat,2,47__23_07_13_H2_bateero2
Mussel boat/48__23_07_13_H3_bateero3_interf_seg1.wav,Mussel boat,1,48__23_07_13_H3_bateero3_interf
Mussel boat/48__23_07_13_H3_bateero3_interf_seg2.wav,Mussel boat,2,48__23_07_13_H3_bateero3_interf
Mussel boat/48__23_07_13_H3_bateero3_interf_seg3.wav,Mussel boat,3,48__23_07_13_H3_bateero3_interf
Mussel boat/48__23_07_13_H3_bateero3_interf_seg4.wav,Mussel boat,4,48__23_07_13_H3_bateero3_interf
